newcomb_species_name,species_page,species_inat,subspecies_inat,suggested_species_id,species_inat_link,subspecies_inat_link,multiple_species,multiple_subspecies,warning_species_extraction
Orchis spectabilis,22.0,Galearis spectabilis,,Galearis spectabilis,https://www.inaturalist.org/taxa/51432,,0.0,0.0,0.0
Orobanche uniflora,172.0,Aphyllon uniflorum,,Aphyllon uniflorum,https://www.inaturalist.org/taxa/802714,https://www.inaturalist.org/taxa/802714,0.0,0.0,0.0
Oxalis europaea,246.0,Oxalis stricta,,Oxalis stricta,https://www.inaturalist.org/taxa/53183,,0.0,0.0,0.0
Petasites palmatus,358.0,Petasites frigidus,var.palmatus,Petasites frigidus,https://www.inaturalist.org/taxa/55780,https://www.inaturalist.org/taxa/55778,0.0,0.0,0.0
Physalis subglabrata,204.0,Physalis longifolia,var.subglabrata,Physalis longifolia,https://www.inaturalist.org/taxa/78569,https://www.inaturalist.org/taxa/242211,0.0,0.0,0.0
Plantago juncoides,398.0,Plantago maritima,,Plantago maritima,https://www.inaturalist.org/taxa/68543,,0.0,0.0,0.0
Plantago major,398.0,Plantago major,,ssp. major,https://www.inaturalist.org/taxa/58961,,0.0,0.0,0.0
Pluchea purpurascens,418.0,Pluchea odorata,,var. odorata,https://www.inaturalist.org/taxa/60146,,0.0,0.0,0.0
Polanisia graveolens,146.0,Polanisia dodecandra,,Polanisia dodecandra,https://www.inaturalist.org/taxa/78664,https://www.inaturalist.org/taxa/78664,1.0,0.0,0.0
Polanisia graveolens,146.0,ssp. dodecandra,,Polanisia dodecandra,https://www.inaturalist.org/taxa/238062,https://www.inaturalist.org/taxa/238062,1.0,0.0,0.0
Polanisia graveolens,146.0,ssp. trachyspermum,,,,,0.0,0.0,0.0
Polemonium van-bruntiae,230.0,Polemonium vanbruntiae,,Polemonium vanbruntiae,https://www.inaturalist.org/taxa/84971,,0.0,0.0,0.0
Polygala cruciata,72.0,Polygala cruciata,,var. cruciata,https://www.inaturalist.org/taxa/131648,,0.0,0.0,0.0
Polygala paucifolia,40.0,Polygaloides paucifolia,,Polygaloides paucifolia,https://www.inaturalist.org/taxa/497911,https://www.inaturalist.org/taxa/497911,0.0,0.0,0.0
Polygala verticillata,72.0,Polygala verticillata,,Polygala verticillata,https://www.inaturalist.org/taxa/167209,,1.0,0.0,0.0
Polygala verticillata,72.0,Polygala ambigua,,Polygala ambigua,https://www.inaturalist.org/taxa/204385,https://www.inaturalist.org/taxa/204385,1.0,0.0,0.0
Polygonatum biflorum,342.0,Polygonatum biflorum,var.biflorum,Polygonatum biflorum var. biflorum,https://www.inaturalist.org/taxa/85327,https://www.inaturalist.org/taxa/85329,0.0,0.0,0.0
Polygonum amphibium,192.0,Persicaria amphibia,var.stipulacea,Persicaria amphibia var. laevimarginata,https://www.inaturalist.org/taxa/78450,https://www.inaturalist.org/taxa/553504,0.0,0.0,0.0
Polygonum arifolium,402.0,Persicaria arifolia,,Persicaria arifolia,https://www.inaturalist.org/taxa/204177,,0.0,0.0,0.0
Polygonum aviculare,192.0,Polygonum aviculare complex,,,https://www.inaturalist.org/taxa/1290817,https://www.inaturalist.org/taxa/1290817,1.0,0.0,0.0
Polygonum aviculare,192.0,Polygonum buxiforme,,,https://www.inaturalist.org/taxa/167232,,1.0,0.0,0.0
Polygonum careyi,190.0,Persicaria careyi,,Persicaria careyi,https://www.inaturalist.org/taxa/153059,,0.0,0.0,0.0
Polygonum cilinode,322.0,Fallopia cilinodis,,Fallopia cilinodis,https://www.inaturalist.org/taxa/204154,,0.0,0.0,0.0
Polygonum convolvulus,322.0,Fallopia convolvulus,,Fallopia convolvulus,https://www.inaturalist.org/taxa/77129,,0.0,0.0,0.0
Polygonum cuspidatum,190.0,Reynoutria japonica,,Reynoutria japonica,https://www.inaturalist.org/taxa/914922,,0.0,0.0,0.0
Polygonum hydropiper,132.0,Persicaria hydropiper,,Persicaria hydropiper,https://www.inaturalist.org/taxa/78452,,0.0,0.0,0.0
Polygonum hydropiperoides,190.0,Persicaria hydropiperoides,,Persicaria hydropiperoides,https://www.inaturalist.org/taxa/78453,,0.0,0.0,0.0
Polygonum lapathifolium,190.0,Persicaria lapathifolia,,Persicaria lapathifolia,https://www.inaturalist.org/taxa/63886,,0.0,0.0,0.0
Polygonum orientale,190.0,Persicaria orientalis,,Persicaria orientalis,https://www.inaturalist.org/taxa/78454,,0.0,0.0,0.0
Polygonum pensylvanicum,192.0,Persicaria pensylvanica,,Persicaria pensylvanica,https://www.inaturalist.org/taxa/78455,,0.0,0.0,0.0
Polygonum persicaria,192.0,Persicaria maculosa,,Persicaria maculosa,https://www.inaturalist.org/taxa/56166,,0.0,0.0,0.0
Polygonum sagittatum,402.0,Persicaria sagittata,,Persicaria sagittata,https://www.inaturalist.org/taxa/204179,,0.0,0.0,0.0
Polygonum scandens,322.0,Fallopia scandens,,Fallopia scandens,https://www.inaturalist.org/taxa/204172,,0.0,0.0,0.0
Polygonum viviparum,192.0,Bistorta vivipara,,Bistorta vivipara,https://www.inaturalist.org/taxa/130545,,0.0,0.0,0.0
Polymnia uvedalia,390.0,Smallanthus uvedalia,,Smallanthus uvedalia,https://www.inaturalist.org/taxa/200075,,0.0,0.0,0.0
Potentilla anserina,182.0,Argentina anserina,,Argentina anserina,https://www.inaturalist.org/taxa/158615,,1.0,0.0,0.0
Potentilla anserina,182.0,ssp. anserina,,Argentina anserina,https://www.inaturalist.org/taxa/956481,https://www.inaturalist.org/taxa/956481,1.0,0.0,0.0
Potentilla arguta,230.0,Drymocallis arguta,,Drymocallis arguta,https://www.inaturalist.org/taxa/204304,,1.0,0.0,0.0
Potentilla arguta,230.0,ssp. arguta,,Drymocallis arguta,https://www.inaturalist.org/taxa/501654,https://www.inaturalist.org/taxa/501654,1.0,0.0,0.0
Potentilla fruticosa,316.0,Dasiphora fruticosa,,Dasiphora fruticosa,https://www.inaturalist.org/taxa/76606,,0.0,0.0,0.0
Potentilla palustris,230.0,Comarum palustre,,Comarum palustre,https://www.inaturalist.org/taxa/62213,,0.0,0.0,0.0
Potentilla tridentata,230.0,Sibbaldiopsis tridentata,,Sibbaldiopsis tridentata,https://www.inaturalist.org/taxa/81595,,0.0,0.0,0.0
Prenanthes alba,384.0,Nabalus albus,,Nabalus albus,https://www.inaturalist.org/taxa/130950,,0.0,0.0,0.0
Prenanthes altissima,212.0,Nabalus altissimus,,Nabalus altissimus,https://www.inaturalist.org/taxa/130951,,0.0,0.0,0.0
Prenanthes boottii,384.0,Nabalus boottii,,Nabalus boottii,https://www.inaturalist.org/taxa/204359,,0.0,0.0,0.0
Prenanthes serpentaria,384.0,Nabalus serpentaria,,Nabalus serpentaria,https://www.inaturalist.org/taxa/204361,,0.0,0.0,0.0
Prenanthes trifoliata,384.0,Nabalus trifoliolatus,,Nabalus trifoliolatus,https://www.inaturalist.org/taxa/204185,,0.0,0.0,0.0
Prunus depressa,312.0,Prunus pumila,var.depressa,Prunus pumila var. depressa,https://www.inaturalist.org/taxa/58742,https://www.inaturalist.org/taxa/130754,0.0,0.0,0.0
Pycnanthemum pilosum,78.0,Pycnanthemum verticillatum,var.pilosum,Pycnanthemum verticillatum,https://www.inaturalist.org/taxa/153908,https://www.inaturalist.org/taxa/153907,0.0,0.0,0.0
Pyrola rotundifolia,178.0,Pyrola americana,,Pyrola americana,,,1.0,0.0,0.0
Pyrola rotundifolia,178.0,Pyrola americana,,Pyrola americana,https://www.inaturalist.org/taxa/60367,,1.0,0.0,0.0
Pyrola rotundifolia,178.0,Pyrola americana,,,,,0.0,0.0,0.0
Pyrola secunda,178.0,Orthilia secunda,,Orthilia secunda,https://www.inaturalist.org/taxa/78288,,0.0,0.0,0.0
Pyrola virens,178.0,Pyrola chlorantha,,Pyrola chlorantha,https://www.inaturalist.org/taxa/63802,,0.0,0.0,0.0
Pyrus americana,320.0,Sorbus americana,,Sorbus americana,https://www.inaturalist.org/taxa/54265,,0.0,0.0,0.0
Pyrus arbutifolia,312.0,Aronia arbutifolia,,Aronia arbutifolia,https://www.inaturalist.org/taxa/151797,,0.0,0.0,0.0
Pyrus floribunda,312.0,Aronia ×prunifolia,,Aronia ×prunifolia,https://www.inaturalist.org/taxa/1366946,https://www.inaturalist.org/taxa/1366946,0.0,0.0,1.0
Pyrus melanocarpa,312.0,Aronia melanocarpa,,Aronia melanocarpa,https://www.inaturalist.org/taxa/128798,,0.0,0.0,0.0
Ranunculus cymbalaria,364.0,Halerpestes cymbalaria,,Halerpestes cymbalaria,https://www.inaturalist.org/taxa/941891,,0.0,0.0,0.0
Ranunculus ficaria,364.0,Ficaria verna,,Ficaria verna,https://www.inaturalist.org/taxa/204321,,0.0,0.0,0.0
Ranunculus hispidus,242.0,Ranunculus hispidus,var.hispidus,,https://www.inaturalist.org/taxa/126368,https://www.inaturalist.org/taxa/242551,0.0,0.0,0.0
Ranunculus septentrionalis,242.0,Ranunculus carolinianus,,Ranunculus carolinianus,https://www.inaturalist.org/taxa/356023,,0.0,0.0,0.0
Rhinanthus crista-galli,82.0,Rhinanthus minor,,Rhinanthus minor,https://www.inaturalist.org/taxa/61470,,0.0,0.0,0.0
Rhododendron nudiflorum,300.0,Rhododendron periclymenoides,,Rhododendron periclymenoides,https://www.inaturalist.org/taxa/49822,,0.0,0.0,0.0
Rhododendron roseum,300.0,Rhododendron prinophyllum,,Rhododendron prinophyllum,https://www.inaturalist.org/taxa/143409,,0.0,0.0,0.0
Rhus copallina,320.0,Rhus copallinum,,Rhus copallinum,https://www.inaturalist.org/taxa/126698,,0.0,0.0,0.0
Rhus radicans,320.0,Toxicodendron radicans,,ssp. radicans,https://www.inaturalist.org/taxa/58732,,1.0,0.0,0.0
Rhus radicans,320.0,Toxicodendron rydbergii,,Toxicodendron rydbergii,https://www.inaturalist.org/taxa/58729,,1.0,0.0,0.0
Rhus vernix,320.0,Toxicodendron vernix,,Toxicodendron vernix,https://www.inaturalist.org/taxa/54767,,0.0,0.0,0.0
Ribes sativum,306.0,Ribes rubrum,,Ribes rubrum,https://www.inaturalist.org/taxa/54431,,0.0,0.0,0.0
Rorippa islandica,144.0,Rorippa hispida,,Rorippa hispida,https://www.inaturalist.org/taxa/1323112,,1.0,0.0,0.0
Rorippa islandica,144.0,Rorippa palustris,,ssp. palustris,https://www.inaturalist.org/taxa/64162,,1.0,0.0,0.0
Rosa eglanteria,318.0,Rosa rubiginosa,,Rosa rubiginosa,https://www.inaturalist.org/taxa/78886,,0.0,0.0,0.0
Rubus idaeus,232.0,Rubus idaeus,,ssp. idaeus,https://www.inaturalist.org/taxa/54436,,0.0,0.0,0.0
Rubus idaeus,232.0,Rubus idaeus,spp. stigosus,,,https://www.inaturalist.org/taxa/125488-Rubus-idaeus-strigosus,,,
Rudbeckia fulgida,374.0,Rudbeckia fulgida,var.fulgida,,https://www.inaturalist.org/taxa/142654,https://www.inaturalist.org/taxa/242690,0.0,0.0,0.0
Rudbeckia speciosa,374.0,Rudbeckia speciosa,,,https://www.inaturalist.org/taxa/242693,,0.0,0.0,0.0
Rudbeckia speciosa,374.0,Rudbeckia sullivantii,,,,,0.0,0.0,0.0
Rudbeckia serotina,374.0,Rudbeckia hirta,var.hirta,,https://www.inaturalist.org/taxa/62741,,0.0,0.0,0.0
Rudbeckia serotina,374.0,Rudbeckia hirta,var. pulcherrima,,https://www.inaturalist.org/taxa/62741,https://www.inaturalist.org/taxa/81354-Rudbeckia-hirta-pulcherrima,0.0,0.0,0.0
Rumex maritimus,404.0,Rumex fueginus,,Rumex fueginus,https://www.inaturalist.org/taxa/78903,,1.0,0.0,0.0
Rumex maritimus,404.0,Rumex maritimus,,,https://www.inaturalist.org/taxa/168242,,1.0,0.0,0.0
Rumex orbiculatus,404.0,Rumex britannica,,Rumex britannica,https://www.inaturalist.org/taxa/78900,,0.0,0.0,0.0
Salicornia europaea,398.0,Salicornia virginica,,Salicornia virginica,https://www.inaturalist.org/taxa/78930,,0.0,0.0,0.0
Salicornia virginica,398.0,Salicornia ambigua,,Salicornia ambigua,https://www.inaturalist.org/taxa/793678,,0.0,0.0,0.0
Salsola kali,406.0,Salsola kali,,Salsola kali,https://www.inaturalist.org/taxa/57897,,1.0,0.0,0.0
Salsola kali,406.0,Salsola tragus,,Salsola tragus,https://www.inaturalist.org/taxa/57896,,1.0,0.0,0.0
Sambucus pubens,320.0,Sambucus racemosa,,Sambucus racemosa,https://www.inaturalist.org/taxa/57824,,1.0,0.0,0.0
Sambucus pubens,320.0,ssp. pubens,,Sambucus racemosa,https://www.inaturalist.org/taxa/362529,https://www.inaturalist.org/taxa/362529,1.0,0.0,0.0
Sanicula gregaria,426.0,Sanicula odorata,,Sanicula odorata,https://www.inaturalist.org/taxa/127367,,0.0,0.0,0.0
Satureja vulgaris,80.0,Clinopodium vulgare,,Clinopodium vulgare,https://www.inaturalist.org/taxa/84281,,1.0,0.0,0.0
Satureja vulgaris,80.0,ssp. vulgare,,Clinopodium vulgare,https://www.inaturalist.org/taxa/521351,https://www.inaturalist.org/taxa/521351,1.0,0.0,0.0
Saxifraga micranthidifolia,180.0,Micranthes micranthidifolia,,Micranthes micranthidifolia,https://www.inaturalist.org/taxa/371063,,0.0,0.0,0.0
Saxifraga pensylvanica,180.0,Micranthes pensylvanica,,Micranthes pensylvanica,https://www.inaturalist.org/taxa/204163,,0.0,0.0,0.0
Saxifraga virginiensis,180.0,Micranthes virginiensis,,Micranthes virginiensis,https://www.inaturalist.org/taxa/204176,,0.0,0.0,0.0
Scutellaria epilobiifolia,98.0,Scutellaria galericulata,,Scutellaria galericulata,https://www.inaturalist.org/taxa/79016,,0.0,0.0,0.0
Sedum purpureum,216.0,Hylotelephium telephium,,Hylotelephium telephium,https://www.inaturalist.org/taxa/84031,,0.0,0.0,0.0
Sedum rosea,140.0,Rhodiola rosea,,Rhodiola rosea,https://www.inaturalist.org/taxa/84436,,0.0,0.0,0.0
Sedum telephioides,216.0,Hylotelephium telephioides,,Hylotelephium telephioides,https://www.inaturalist.org/taxa/118744,,0.0,0.0,0.0
Senecio aureus,378.0,Packera aurea,,Packera aurea,https://www.inaturalist.org/taxa/116329,,0.0,0.0,0.0
Senecio jacobaea,378.0,Jacobaea vulgaris,,Jacobaea vulgaris,https://www.inaturalist.org/taxa/62498,,0.0,0.0,0.0
Senecio obovatus,378.0,Packera obovata,,Packera obovata,https://www.inaturalist.org/taxa/127891,,0.0,0.0,0.0
Senecio pauperculus,378.0,Packera paupercula,var.paupercula,Packera paupercula var. paupercula,https://www.inaturalist.org/taxa/127945,https://www.inaturalist.org/taxa/241939,0.0,0.0,0.0
Senecio robbinsii,378.0,Packera schweinitziana,,Packera schweinitziana,https://www.inaturalist.org/taxa/155015,,0.0,0.0,0.0
Sericocarpus Aster pilosusoides,210.0,Sericocarpus asteroides,,,https://www.inaturalist.org/taxa/168856,,1.0,0.0,0.0
Sericocarpus Aster pilosusoides,210.0,Sericocarpus caespitosus,,,https://www.inaturalist.org/taxa/1305099,,1.0,0.0,0.0
Silene cucubalus,260.0,Silene vulgaris,,Silene vulgaris,https://www.inaturalist.org/taxa/55721,,1.0,0.0,0.0
Silene cucubalus,260.0,ssp. vulgaris,ssp. vulgaris,Silene vulgaris,https://www.inaturalist.org/taxa/338376,https://www.inaturalist.org/taxa/338376,1.0,0.0,0.0
Silphium trifoliatum,392.0,Silphium asteriscus,var.asteriscus,,https://www.inaturalist.org/taxa/130741,,0.0,0.0,0.0
Silphium trifoliatum,392.0,Silphium asteriscus,var. latifolium,,,,,,
Silphium trifoliatum,392.0,Silphium asteriscus,var. trifoliatum,,,,,,
Smilacina racemosa,346.0,Maianthemum racemosum,ssp. racemosum,Maianthemum racemosum,https://www.inaturalist.org/taxa/53012,,1.0,0.0,0.0
Smilacina stellata,346.0,Maianthemum stellatum,,Maianthemum stellatum,https://www.inaturalist.org/taxa/53268,,0.0,0.0,0.0
Smilacina trifolia,346.0,Maianthemum trifolium,,Maianthemum trifolium,https://www.inaturalist.org/taxa/118774,,0.0,0.0,0.0
Solidago cutleri,452.0,Solidago leiocarpa,,Solidago leiocarpa,https://www.inaturalist.org/taxa/204415,,0.0,0.0,0.0
Solidago elliottii,448.0,Solidago latissimifolia,,Solidago latissimifolia,https://www.inaturalist.org/taxa/169111,,0.0,0.0,0.0
Solidago graminifolia,450.0,Euthamia graminifolia,,Euthamia graminifolia,https://www.inaturalist.org/taxa/130989,,0.0,0.0,0.0
Solidago sempervirens,404.0,Solidago sempervirens,,,https://www.inaturalist.org/taxa/126888,,1.0,0.0,0.0
Solidago sempervirens,404.0,Solidago mexicana,,,https://www.inaturalist.org/taxa/954006,,1.0,0.0,0.0
Solidago stricta,452.0,Solidago stricta,,,https://www.inaturalist.org/taxa/169130,,0.0,0.0,0.0
Solidago tenuifolia,450.0,Euthamia caroliniana,,Euthamia caroliniana,https://www.inaturalist.org/taxa/129032,,0.0,0.0,0.0
Solidago uliginosa,446.0,Solidago uliginosa,,var. uliginosa,https://www.inaturalist.org/taxa/126657,,0.0,0.0,0.0
Specularia perfoliata,208.0,Triodanis perfoliata,,Triodanis perfoliata,https://www.inaturalist.org/taxa/64293,,0.0,0.0,0.0
Spiraea alba,310.0,Spiraea alba,var.alba,Spiraea alba,https://www.inaturalist.org/taxa/126823,https://www.inaturalist.org/taxa/243044,0.0,0.0,0.0
Spiranthes cernua,26.0,Spiranthes arcisepala,,,https://www.inaturalist.org/taxa/773386,,1.0,0.0,0.0
Spiranthes cernua,26.0,S. cernua complex s.s.,,,,,1.0,0.0,0.0
Spiranthes cernua,26.0,Spiranthes casei,,,https://www.inaturalist.org/taxa/62253,,1.0,0.0,0.0
Spiranthes cernua,26.0,Spiranthes cernua,,,https://www.inaturalist.org/taxa/773385,,1.0,0.0,0.0
Spiranthes cernua,26.0,Spiranthes incurva,,,https://www.inaturalist.org/taxa/773387,,1.0,0.0,0.0
Spiranthes cernua,26.0,Spiranthes ochroleuca,,,https://www.inaturalist.org/taxa/169271,,1.0,0.0,0.0
Spiranthes gracilis,26.0,Spiranthes lacera,var.gracilis,Spiranthes lacera,https://www.inaturalist.org/taxa/120355,https://www.inaturalist.org/taxa/243058,0.0,0.0,0.0
Stachys hyssopifolia,80.0,Stachys hyssopifolia,,,https://www.inaturalist.org/taxa/169317,,1.0,0.0,0.0
Stachys hyssopifolia,80.0,Stachys aspera,,,https://www.inaturalist.org/taxa/169310,,1.0,0.0,0.0
Stachys tenuifolia,88.0,Stachys hispida,,Stachys hispida,,,1.0,0.0,0.0
Stachys tenuifolia,88.0,Stachys hispida,,Stachys hispida,https://www.inaturalist.org/taxa/204419,,1.0,0.0,0.0
Stachys tenuifolia,88.0,Stachys hispida,,Stachys tenuifolia,https://www.inaturalist.org/taxa/134221,,1.0,0.0,0.0
Stellaria pubera,274.0,Stellaria pubera,,,https://www.inaturalist.org/taxa/126702,,1.0,0.0,0.0
Stellaria pubera,274.0,Stellaria corei,,,https://www.inaturalist.org/taxa/169333,,1.0,0.0,0.0
Streptopus amplexifolius,342.0,Streptopus amplexifolius,,,,,0.0,0.0,0.0
Streptopus amplexifolius,342.0,Streptopus ×oreopolus,,,,,0.0,0.0,0.0
Streptopus roseus,342.0,Streptopus lanceolatus,,Streptopus lanceolatus,https://www.inaturalist.org/taxa/127916,,0.0,0.0,0.0
Swertia carolinensis,152.0,Frasera caroliniensis,,Frasera caroliniensis,https://www.inaturalist.org/taxa/118741,,0.0,0.0,0.0
Talinum teretifolium,174.0,Phemeranthus teretifolius,,Phemeranthus teretifolius,https://www.inaturalist.org/taxa/338809,,0.0,0.0,0.0
Thalictrum polygamum,146.0,Thalictrum pubescens,,Thalictrum pubescens,https://www.inaturalist.org/taxa/128715,,0.0,0.0,0.0
Thalictrum revolutum,146.0,Thalictrum revolutum,,Thalictrum amphibolum,https://www.inaturalist.org/taxa/143040,,0.0,0.0,0.0
Thaspium barbinode,226.0,Thaspium barbinode,,,https://www.inaturalist.org/taxa/169669,,1.0,0.0,0.0
Thaspium barbinode,226.0,Thaspium chapmanii,,,https://www.inaturalist.org/taxa/555536,,1.0,0.0,0.0
Thymus serpyllum,80.0,Thymus praecox,,,https://www.inaturalist.org/taxa/169752,,1.0,0.0,0.0
Thymus serpyllum,80.0,Thymus pulegioides,,,https://www.inaturalist.org/taxa/169753,,1.0,0.0,0.0
Tofieldia glutinosa,344.0,Triantha glutinosa,,Triantha glutinosa,https://www.inaturalist.org/taxa/169913,,0.0,0.0,0.0
Tovara virginiana,130.0,Persicaria virginiana,,Persicaria virginiana,https://www.inaturalist.org/taxa/144047,,0.0,0.0,0.0
Trientalis borealis,386.0,Lysimachia borealis,,Lysimachia borealis,https://www.inaturalist.org/taxa/204174,,0.0,0.0,0.0
Trifolium agrarium,58.0,Trifolium aureum,,Trifolium aureum,https://www.inaturalist.org/taxa/79409,,0.0,0.0,0.0
Trifolium procumbens,58.0,Trifolium campestre,,Trifolium campestre,https://www.inaturalist.org/taxa/57076,,0.0,0.0,0.0
Triphora trianthophora,40.0,Triphora trianthophoros,,Triphora trianthophoros,https://www.inaturalist.org/taxa/778767,,1.0,0.0,0.0
Triphora trianthophora,40.0,ssp. trianthophoros,,Triphora trianthophoros,https://www.inaturalist.org/taxa/778769,https://www.inaturalist.org/taxa/778769,1.0,0.0,0.0
Typha glauca,410.0,Typha × glauca,,Typha ×glauca,https://www.inaturalist.org/taxa/181686,https://www.inaturalist.org/taxa/181686,0.0,0.0,1.0
Urtica procera,438.0,Urtica gracilis,ssp. gracilis,,https://www.inaturalist.org/taxa/141854,https://www.inaturalist.org/taxa/1074432,0.0,0.0,0.0
Utricularia gibba,16.0,Utricularia gibba,,,,,0.0,0.0,0.0
Utricularia inflata,16.0,Utricularia inflata,,Utricularia inflata,https://www.inaturalist.org/taxa/170086,,1.0,0.0,0.0
Utricularia inflata,16.0,Utricularia radiata,,Utricularia radiata,https://www.inaturalist.org/taxa/170090,,1.0,0.0,0.0
Utricularia vulgaris,16.0,Utricularia macrorhiza,,Utricularia macrorhiza,https://www.inaturalist.org/taxa/79465,,0.0,0.0,0.0
Uvularia pudica,340.0,Uvularia puberula,,Uvularia puberula,https://www.inaturalist.org/taxa/170096,,0.0,0.0,0.0
Vaccinium atrococcum,298.0,Vaccinium fuscatum,,Vaccinium fuscatum,https://www.inaturalist.org/taxa/52739,,0.0,0.0,0.0
Vaccinium vacillans,308.0,Vaccinium pallidum,,Vaccinium pallidum,https://www.inaturalist.org/taxa/84270,,0.0,0.0,0.0
Valerianella olitoria,284.0,Valerianella locusta,,Valerianella locusta,https://www.inaturalist.org/taxa/55752,,0.0,0.0,0.0
Vernonia altissima,210.0,Vernonia gigantea,,Vernonia gigantea,https://www.inaturalist.org/taxa/127037,,0.0,0.0,0.0
Viburnum alnifolium,302.0,Viburnum lantanoides,,Viburnum lantanoides,https://www.inaturalist.org/taxa/63166,,0.0,0.0,0.0
Viburnum rafinesquianum,302.0,Viburnum rafinesqueanum,,Viburnum rafinesqueanum,https://www.inaturalist.org/taxa/142693,,0.0,0.0,0.0
Vicia angustifolia,114.0,Vicia sativa,,Vicia sativa,https://www.inaturalist.org/taxa/53324,,1.0,0.0,0.0
Vicia angustifolia,114.0,ssp. nigra,,Vicia sativa,https://www.inaturalist.org/taxa/710103,https://www.inaturalist.org/taxa/710103,1.0,0.0,0.0
Vicia sativa,114.0,ssp. sativa,,,https://www.inaturalist.org/taxa/53334,https://www.inaturalist.org/taxa/53334,0.0,0.0,0.0
Vicia villosa,112.0,Vicia villosa,ssp. villosa,,https://www.inaturalist.org/taxa/57317,,0.0,0.0,0.0
Vicia villosa,112.0,Vicia villosa,ssp. varia,,https://www.inaturalist.org/taxa/57316,https://www.inaturalist.org/taxa/57316,0.0,0.0,0.0
Viola sororia,30.0,Viola communis,,,https://www.inaturalist.org/taxa/1391871,,0.0,0.0,0.0
Viola papilionacea,30.0,Viola sororia,,,https://www.inaturalist.org/taxa/82816,,0.0,0.0,0.0
Viola conspersa,56.0,Viola labradorica,,Viola labradorica,https://www.inaturalist.org/taxa/133393,,0.0,0.0,0.0
Viola kitaibeliana,56.0,Viola rafinesquei,,Viola rafinesquei,https://www.inaturalist.org/taxa/1393273,,0.0,0.0,0.0
Viola pallens,28.0,Viola minuscula,,Viola minuscula,https://www.inaturalist.org/taxa/1392347,,0.0,0.0,0.0
Viola palmata,32.0,Viola baxteri,,,https://www.inaturalist.org/taxa/1392232,,1.0,0.0,0.0
Viola palmata,32.0,Viola subsinuata,,,https://www.inaturalist.org/taxa/204435,,1.0,0.0,0.0
Viola pensylvanica,54.0,Viola eriocarpa,,Viola eriocarpa,https://www.inaturalist.org/taxa/544286,,0.0,0.0,0.0
Viola triloba,32.0,Viola palmata,var.palmata,Viola palmata,https://www.inaturalist.org/taxa/540959,,0.0,0.0,0.0
Xanthium echinatum,416.0,Xanthium orientale,,Xanthium orientale,https://www.inaturalist.org/taxa/506262,,0.0,0.0,0.0
Xanthorrhiza simplicissima,320.0,Xanthorhiza simplicissima,,Xanthorhiza simplicissima,https://www.inaturalist.org/taxa/170344,,0.0,0.0,0.0
Xanthoxylum americanum,170.0,Zanthoxylum americanum,,Zanthoxylum americanum,https://www.inaturalist.org/taxa/54836,,0.0,0.0,0.0
Xyris caroliniana,116.0,Xyris jupicai,,Xyris jupicai,https://www.inaturalist.org/taxa/170366,,0.0,0.0,0.0
